"","H","Fs","C"
"1",0.997561815941034,0.00175529805183679,0.00240301574835694
"2",0.996949178654158,0.00280812509991252,0.00299402142441372
"3",0.995342352667245,0.00276395357960712,0.00458076741827097
"4",0.99560466753439,0.00300928250957811,0.00431681964290567
"5",0.996108005615179,0.00224802662299087,0.00384913766498009
"6",0.998180975977336,0.00105199881960499,0.00180112367582429
"7",0.998184491889223,0.00106140630076087,0.00178847400617635
"8",0.997215462156942,0.00179110214807242,0.00271605029920237
"9",0.998336782945904,0.00154950709760271,0.00162543085994978
"10",0.996854011904688,0.00235117215280494,0.00310572940191478
"11",0.996822079058637,0.00222612041618303,0.00311225773829161
"12",0.997472642095821,0.00214959065606911,0.00248038065769647
"13",0.998047043526474,0.0015188578714292,0.00192557000980697
"14",0.997363572973693,0.0021355712400699,0.00258989801991754
"15",0.998859269078415,0.000697423169995414,0.00112692354938307
"16",0.997740620197179,0.00176441961581452,0.0022395707249441
"17",0.995499795208159,0.00369919233420797,0.00444046008508833
"18",0.996952565837887,0.00216736260124466,0.00300047837950601
"19",0.996119191981268,0.00277928842795876,0.00384958965766435
"20",0.99555841949268,0.003909209561944,0.00440976030022264
"21",0.996387243540875,0.00221848237623882,0.00357871295316885
"22",0.996690643569338,0.00229036465010009,0.0032680035918597
"23",0.997857800531279,0.00147527170100862,0.00211879384092922
"24",0.998843465532253,0.0011001143154681,0.00114337350630491
"25",0.997805633728975,0.00146417711402051,0.00216389638247948
"26",0.998702270898355,0.00140123131396269,0.00127639710692551
"27",0.999557453613987,0.000467263483300832,0.000434924492992684
"28",0.998090880127648,0.00166386409222311,0.00186385335272263
"29",0.998517437660506,0.000831235123669317,0.0014733692732367
"30",0.997806676872097,0.00261575983266456,0.00214928629357343
"31",0.996297243090175,0.00250803819012527,0.00364207406680668
"32",0.997065962785583,0.00232469617100582,0.00289647717446711
"33",0.996412260182291,0.00191145088268415,0.00354022321718769
"34",0.99649951257627,0.00511420890195932,0.00342875785356942
"35",0.99549338739073,0.00349233827560819,0.00455503392301717
"36",0.996730541670763,0.00188221390915047,0.00326709185219223
"37",0.997798676452329,0.00212756827192183,0.00217503564425835
"38",0.99645232695606,0.00415448576771941,0.00348260580618061
"39",0.99537746203553,0.00341431505329998,0.00456574976587259
"40",0.995335619173901,0.00515520201392674,0.00458955010234982
"41",0.999604795629257,0.000354683265412068,0.000388340735679836
"42",0.998609635920982,0.00146094326744536,0.00136122736419291
"43",0.999428830512193,0.000448571496096218,0.000561324016297856
"44",0.999527781175189,0.000360221643039847,0.00046549577427707
"45",0.999689399072351,0.000404730783774176,0.000306077234463843
"46",0.99923343888725,0.000693791888795637,0.000760200558069003
"47",0.999628505509827,0.000418979983597829,0.000367025865565347
"48",0.999229626455177,0.000727879408164757,0.000759303662509143
"49",0.999756738855372,0.000154099121860551,0.000239875113868437
"50",0.69767351728508,0.307704796149683,0.213569048436
"51",0.999516893183592,0.000486356897627159,0.000475298151064744
"52",0.999164589688571,0.000535579152463297,0.000821754028721205
"53",0.99978137989012,0.000138148839637853,0.00021562480716557
"54",0.999662428660058,0.000334780380619444,0.000331474828352032
"55",0.999683173836402,0.000190650090737433,0.000311070645430945
"56",0.999492704250772,0.00062539896027768,0.000498191700081067
"57",0.995529539340322,0.00307523967713059,0.00438323568643819
"58",0.998753451607146,0.000861811353777424,0.00121326341476638
"59",0.996351381202664,0.00417470080388167,0.00352248932214715
"60",0.943125565457831,0.039007753770457,0.0527404774097806
"61",0.999725481584112,0.000344684095226587,0.000269313494226108
"62",0.999257223627287,0.00053569551595658,0.000740241023900545
"63",0.999585661362549,0.000357245602541347,0.000409826233896696
