"","H","Fs","C"
"1",0.999833096629639,0.00034203131529444,0.000398630139648338
"2",0.999829673904759,0.000259359911698483,0.00040692751759061
"3",0.999845760605029,0.000289213331600804,0.000368534413305327
"4",0.999852478339447,0.000264418700430849,0.000352770397422206
"5",0.999879470754758,0.000263748217606939,0.000288107298077268
"6",0.9998938420279,0.000190044287884894,0.000253991616006517
"7",0.999841417574761,0.000293686526375756,0.000379225758609456
"8",0.999869445194368,0.000311477831537544,0.000312099142108535
"9",0.999805710357498,0.000543999776201796,0.000464572160364522
"10",0.999852622385248,0.000253852679725559,0.000351929608144934
"11",0.999868603960878,0.00025912077344327,0.000314109313399591
"12",0.999917270546103,0.000176599017990027,0.000198010820947157
"13",0.9999039218083,0.000237132043865233,0.000229646993190199
"14",0.999838933959216,0.000354755619312647,0.000384842962525024
"15",0.999890441556447,0.000201196484223428,0.000261698355440158
"16",0.999881392990965,0.000223272287469661,0.000283784662129278
"17",0.999830535493479,0.000341817759033962,0.00040541765438905
"18",0.999804619898018,0.000452431641229023,0.000466170714873341
"19",0.999784173879072,0.000504711433601184,0.000517117492273242
"20",0.999819807485196,0.000257571945916637,0.000431149580923906
"21",0.999863804183021,0.000244938210923918,0.000325546483769704
"22",0.999854212009659,0.000276015173551481,0.000349009165641684
"23",0.999884825310185,0.000217353145216756,0.000275436175235673
"24",0.999914430979173,0.00019136085674129,0.000204525483843161
"25",0.999848665299483,0.000299073068745753,0.000361837625957755
"26",0.999892397453675,0.00023680089672213,0.000257327599335638
"27",0.9998612512331,0.000287156355332379,0.00033158967351794
"28",0.999888044349281,0.000160661780079404,0.00026751533426629
"29",0.99988738747168,0.000283062112136258,0.00026920363192064
"30",0.999881528791438,0.000214778400719426,0.000282811662824942
"31",0.99985764016671,0.000279851490060524,0.000340526437930558
"32",0.999849910051749,0.000243453230805557,0.000359057519047032
"33",0.99985486281155,0.000304416841151517,0.000346554490814883
"34",0.99978258790269,0.000491719179480882,0.0005196239780322
"35",0.999786144432267,0.000337824849101228,0.00051107265858909
"36",0.999846466221069,0.000373697381560761,0.000366441822161718
"37",0.999859204635907,0.000289385133689977,0.000336219624683514
"38",0.999763921172304,0.00045517686682276,0.00056437668835786
"39",0.999758286957177,0.000350284701616192,0.000577198612842326
"40",0.999767031963598,0.000351618988037352,0.000557857575485005
"41",0.999913072928308,0.000255092063931776,0.000207939365306029
"42",0.99991789077488,0.00019870700628696,0.000196348174855873
"43",0.999912143501912,0.000204999728609763,0.000210030644972414
"44",0.999881170749111,0.000219204193703079,0.00028429372833968
"45",0.999884979879418,0.000142857693039185,0.000275429143086098
"46",0.999930985766761,0.000126137689124384,0.000164985040852514
"47",0.999892366486516,0.000179196907577318,0.000257934636482054
"48",0.999899555143239,0.000222586088895837,0.000240007006486999
"49",0.999933309271122,0.000133622034021749,0.00015946362369507
"50",0.955626994916615,0.0855331932572246,0.105214268884462
"51",0.99991295944058,0.000238611430669201,0.0002082801605307
"52",0.999866896556212,0.00026170941746172,0.000318000115484833
"53",0.999929423356486,0.000140479500001577,0.000168712982749416
