"","H","Fs","C"
"1",0.999650501515654,0.000388224066882866,0.000626527892541498
"2",0.999691204819435,0.000353280851777169,0.000552444724154927
"3",0.999674846846117,0.000440375680470695,0.000580577574899701
"4",0.999719306223796,0.000428820989158118,0.000503527115747351
"5",0.999755031946696,0.000394755332106829,0.000438586167459214
"6",0.999830696245573,0.000243063601803243,0.0003033181709399
"7",0.999773150806907,0.000339199355805614,0.000407214381470462
"8",0.999758851944342,0.000415447437815111,0.000430760211788595
"9",0.999697919362458,0.000716514092427158,0.000541255032823205
"10",0.999763917383275,0.000304962999680055,0.000421873293342644
"11",0.999763748522697,0.000465662069321325,0.000422828069326755
"12",0.999848449129454,0.000325438897051142,0.000270960913298156
"13",0.999813912064604,0.000321426877563538,0.000333393208299023
"14",0.999690587919816,0.000797759687057046,0.000552459705456374
"15",0.999734155474378,0.000518017832706412,0.00047517001371471
"16",0.999784314332262,0.000449235344521111,0.000385329010472062
"17",0.999698803009606,0.000500330089024078,0.000538323923567538
"18",0.999641795169807,0.000709114132463484,0.000640773683699247
"19",0.999521074876036,0.000775578868094202,0.000857771722937763
"20",0.999602418787699,0.000430423100245714,0.000711031037944542
"21",0.99975277480504,0.000433446684054135,0.00044313979660253
"22",0.999684398594797,0.000457631618918111,0.00056413870764268
"23",0.999730986029678,0.000439761876052974,0.000482260500641574
"24",0.999849871040609,0.000249499035146138,0.000268409123150503
"25",0.999680086961186,0.000604243954866479,0.000572982126990981
"26",0.999816266350012,0.000296149465424522,0.000328955049497316
"27",0.999741875905876,0.000469123829187353,0.000461458289541652
"28",0.999786845562617,0.000294976242730625,0.000381507360313889
"29",0.99977250315546,0.000406916201472331,0.000406778309292244
"30",0.999796648577123,0.000364792908530383,0.000363707802853016
"31",0.99977568819427,0.00031931861590634,0.000402122017580784
"32",0.999728495155887,0.000358370627167858,0.000486204674310596
"33",0.999716902495175,0.00048169376730089,0.000507654999494508
"34",0.999650803564075,0.000580940400871674,0.000624831590004422
"35",0.999615208316292,0.000576291452460494,0.000687064328536915
"36",0.999737532195684,0.000565485062500398,0.000469357819752327
"37",0.999775779548056,0.000370652236394961,0.000401286015872242
"38",0.99943958136526,0.000937999360908295,0.00100248902153507
"39",0.999433529069422,0.000926220928537726,0.00101418276283584
"40",0.999554508010818,0.000595940941286667,0.000797770584917629
"41",0.99984038488552,0.000378202819367407,0.000285242153009399
"42",0.999867871659472,0.000353341563946323,0.000236024193240073
"43",0.999842258850225,0.000208720629189137,0.000281815790867287
"44",0.999822725887522,0.000266262431047226,0.000317243533948442
"45",0.999863289036948,0.000158353224247899,0.000245260341663728
"46",0.999860490458234,0.000191137050594569,0.000250023175490319
"47",0.999858905801174,0.000275388448235155,0.000252751465459851
"48",0.999828686110046,0.000395874895429209,0.000306138172041222
"49",0.999894262648064,0.000222744526442827,0.000189517526169538
"50",0.927194618297369,0.145594590261333,0.126024019493922
