"V1","V2"
0.681334435663718,0.378741463696094
0.678738138659591,0.380265710044485
0.679360346480577,0.379985221949105
0.684936741446301,0.377931251102902
0.683924374718412,0.377763393914208
0.684225819900548,0.380739112494442
0.684603042037375,0.380096917062022
0.684430862243964,0.380418354241028
0.68480941346896,0.378962030031218
0.683808687911731,0.38115213663502
0.687867904906385,0.379811254217602
0.689228115199118,0.381806500176266
0.688720405355654,0.380100283792824
0.685784774810756,0.380693458950966
0.685290099822072,0.37957270349164
0.689014827000747,0.379635979965523
0.685127180468273,0.380088360709689
0.68235311911984,0.37893955456733
0.679019803155868,0.379620544145748
0.681836421750225,0.378785129590275
0.679342327511189,0.379175567826105
0.680589957564957,0.379993865828058
0.685712510777625,0.378898476260842
0.685091332222017,0.378034586631258
0.685728125878208,0.379361302477007
0.687466463384416,0.380077179837175
0.686683912754111,0.379246992488196
0.685825958296091,0.379132734013606
0.687370025064196,0.38013917193864
0.687772990151619,0.380032648562521
0.682529223433613,0.37891949306793
0.683603779594928,0.379669265655282
0.680427064751034,0.381021206047843
0.683729453569826,0.379945222024035
0.682924574230864,0.381480847400133
0.683400844829536,0.379866908148765
0.683495476067089,0.380541962575165
0.682904339128919,0.380355912056696
0.68185799549484,0.381051024153679
0.677364559071735,0.380997253882534
0.691550402345556,0.381514112563268
0.693455179475374,0.378843132454968
0.688881533442905,0.381267399076252
0.688846937503416,0.382736212436225
0.691167368468883,0.381302113447726
0.695722382584884,0.378867639323648
0.691876439562488,0.381932918024057
0.691109884839668,0.380419579794819
0.69359267229585,0.380740677330958
0.686921843273823,0.380631440221503
0.689233453004567,0.381579460843689
0.690233876311822,0.381869003736968
0.695058573070568,0.380567543266129
0.690318368943504,0.381524713178653
0.692605144982928,0.381365943080927
0.691804474181936,0.381761999950353
0.687004881666888,0.380082845544179
0.688090498226245,0.380800401614614
0.688695419134286,0.38076321037343
0.689792604404081,0.380763502312804
0.692909350996951,0.378755691493366
0.695626845120024,0.37900012136775
0.693318532341095,0.379175767399214
0.692306760965927,0.380764879324421
0.691609102886812,0.38145259082918
0.690876088018504,0.382817514545688
0.683775354372685,0.383363235352061
0.691124397923086,0.380564026238303
0.691434656601677,0.379588935108987
0.693416257645182,0.379930600598495
0.693750120716081,0.380873513964071
0.691436795342371,0.380608226629001
0.691233712854251,0.381302795300757
0.6900347663972,0.381677937664462
0.688924939978616,0.379934915937833
0.689422853319671,0.379657320957809
0.686897384420745,0.380881713208031
0.690210312753462,0.380638389722659
0.690293698700783,0.381802650361744
0.690068303503523,0.382011235824045
0.688616402542352,0.381343738115003
0.690132550700431,0.381403521502036
0.683181840652162,0.380438970408263
0.686765997623599,0.381631066849794
0.687217747380598,0.382145777927294
0.688112116968137,0.380969205827526
0.692908916495275,0.378851514463538
0.693080770569388,0.378476218640996
0.691277039066789,0.383095360980725
0.685666516238569,0.382125196995481
0.688850762964347,0.379864945229582
0.68754944544324,0.381527105456384
0.686013579909708,0.38086946493572
0.682181951223135,0.382808177046746
0.683120938576064,0.381738340396453
0.687585435867463,0.381455378955445
0.6876023567497,0.381008441725774
0.693727715705694,0.379394461148593
0.689348914220132,0.38192415569769
0.691561121183634,0.380929445862254
0.686809585471522,0.380967464730127
0.693143031413747,0.378843010036806
0.689210424996533,0.380416249830251
0.691871196111065,0.382131434537641
0.689435791003418,0.379584574150807
0.691088347581142,0.381140709233584
0.685343306062549,0.382141868886929
0.691458521290959,0.379882032305441
0.688199275901063,0.383245079313454
0.684147301516633,0.383613865253507
0.684579250076027,0.381853545620179
0.678762432929721,0.383186695608331
0.688263414230515,0.381192547312751
0.693520180811607,0.379246626452036
0.689614164893829,0.38221702394167
0.693209676878273,0.379295583679313
0.689095633500285,0.382225171853916
0.687297727639213,0.38201705031923
0.692021348184231,0.379310733743838
0.686775135704915,0.381382692760891
0.663512420189791,0.379510476755516
0.663922657819547,0.378668007165179
0.668893313899759,0.377366718827278
0.666212995698028,0.376911415947649
0.659458647749259,0.378056980707505
0.6554390963039,0.376956798266286
0.65637423330831,0.37521290581422
0.653591065114661,0.376602349236764
0.661554296213129,0.376098644705351
0.661889448000991,0.377905489816644
0.663314187136457,0.379302916355734
0.660956324145319,0.379925417682554
0.661999390616213,0.37676883356936
0.659956875275087,0.377630905845143
0.662271060754666,0.378650919576935
0.663365319831326,0.378042101308895
0.666503976878257,0.38017256820116
0.668461339487043,0.378470777801142
0.667492522332475,0.377391335897705
0.665733854026966,0.377096761413889
0.666375715177089,0.375926952751502
0.662892262490123,0.377149583937685
0.658533686968616,0.37594527890758
0.659452161794473,0.377837386450553
0.656473902427536,0.377911204491862
0.662586871013315,0.378366953418211
0.66535774434522,0.376890072242199
0.663367565729474,0.377190599741862
0.663796331910204,0.377966412300569
0.665747908183993,0.377936856360371
0.665650120208679,0.378203527890339
0.665795541404739,0.380765463892243
0.668137721123475,0.378291393271179
0.67212033507498,0.376973689888185
0.671860048581131,0.377831967121519
0.670388752081709,0.378966477844742
0.669766619587477,0.37907273533138
0.66593543523587,0.37827920418926
0.668749185974788,0.377044709015251
0.669831100322603,0.379460184942579
