"","V1","V2"
"1",0.746965868784341,0.311173711774451
"2",0.74589678679697,0.311510079883915
"3",0.743056262672038,0.311727684141215
"4",0.745783922813334,0.311437504942141
"5",0.746711577631084,0.311031384796458
"6",0.744196136893155,0.311212078360256
"7",0.74680265958714,0.310752472513412
"8",0.745600084952282,0.311062690479535
"9",0.745673095206564,0.31109370095368
"10",0.74753577273687,0.310569299351184
"11",0.748478042394406,0.310279933734948
"12",0.749459390958368,0.309911239183987
"13",0.748498339134817,0.310354469838923
"14",0.749486760395882,0.310188926719704
"15",0.749521070853717,0.31020659541748
"16",0.750139108831639,0.309974755899672
"17",0.745723548020724,0.311133643877856
"18",0.743398388919926,0.31185236703264
"19",0.741812515180895,0.311932885487142
"20",0.744932373535253,0.311582904074457
"21",0.74276484888099,0.311858967614178
"22",0.74399836771869,0.311919521776712
"23",0.745540565289497,0.31130387138131
"24",0.74300412189226,0.31145183572531
"25",0.745797147236318,0.311031420471284
"26",0.744691441050424,0.311295606465971
"27",0.745452429790139,0.311054080632945
"28",0.745951745314647,0.310954968925466
"29",0.746757690918801,0.310454717106277
"30",0.749022777762435,0.310023268512283
"31",0.740291704391808,0.312446702790801
"32",0.744050956278235,0.311622748807082
"33",0.742475078065523,0.312165335039244
"34",0.746929193457564,0.310798791185082
"35",0.749109107227201,0.310458738423774
"36",0.748983455118227,0.310476308522069
"37",0.745477259833022,0.310988843186021
"38",0.746859728390277,0.311053768177728
"39",0.748134227257223,0.31124846960658
"40",0.744370606039964,0.311686292991688
"41",0.756903073115677,0.308180059751924
"42",0.753499688448474,0.308957305824619
"43",0.758673350910805,0.307839194243293
"44",0.757358367341219,0.307994522215361
"45",0.754938850862743,0.308685920180436
"46",0.757512445832878,0.308068706846277
"47",0.755455275451987,0.308582856002184
"48",0.757127362201508,0.308345536692378
"49",0.753560290659512,0.308782330155857
"50",0.651208885543118,0.329222571444197
"51",0.755724832983766,0.308322100623658
"52",0.757464931441682,0.308154586762745
"53",0.755913514683925,0.308497362474935
"54",0.755656166513202,0.308390753195622
"55",0.756548888728985,0.308363018125512
"56",0.754907690814822,0.308593269144742
"57",0.759259794783772,0.308187709478804
"58",0.756845356384768,0.308668099975303
"59",0.755175392342627,0.308915714682939
"60",0.659075260549673,0.324799783200811
"61",0.754829651050474,0.308559953138381
"62",0.754523403186391,0.308625295258193
"63",0.75408225430273,0.30861197998601
"64",0.754269166378056,0.308688849217331
"65",0.756654039363416,0.308155661310772
"66",0.754660050351107,0.308595995819237
"67",0.757301700881144,0.308162564920217
"68",0.757200943803356,0.308223305919852
"69",0.756562388011405,0.308269181551246
"70",0.753441682491588,0.308748182960806
"71",0.756410844044021,0.308219147956016
"72",0.754176941804001,0.308538147878135
"73",0.755657650679623,0.308458479271946
"74",0.754144504753531,0.308720414908995
"75",0.755301236448151,0.308563037768877
"76",0.757110586491604,0.308228151659324
"77",0.754507729042875,0.308770774409279
"78",0.756219243329708,0.30843532900447
"79",0.756004992351522,0.308433595868319
"80",0.756936706739906,0.30813938997508
"81",0.751491458210838,0.309405334255088
"82",0.753703576674267,0.309367263717916
"83",0.752428339786908,0.309725870214456
"84",0.755577155270283,0.308768840993299
"85",0.756091883578575,0.308615650520817
"86",0.753620222902421,0.309245423067315
