"V1","V2"
0.504593654424184,0.62807055887241
0.500520790818945,0.631742622938602
0.500518375904201,0.628975330004783
0.502279786837286,0.622830921107393
0.505432100906606,0.619525070333636
0.502499813244516,0.617408897460819
0.504231267529619,0.615426339946016
0.505007182447022,0.615764116484483
0.502650352067731,0.617520786272961
0.505769742208336,0.617107123520773
0.507279576131209,0.610379880852436
0.508329562607877,0.588192000060981
0.505593226818431,0.609204108279386
0.505625087378383,0.611278860606942
0.508361179431934,0.609825671884015
0.507389501437457,0.611253930033338
0.504299666437227,0.619997793838991
0.500747969220941,0.630941899449388
0.500504650282996,0.634545697925813
0.501500097761504,0.626812934587299
0.500023699654675,0.628709546080607
0.499676637089499,0.625876632608397
0.501616260892147,0.616538073344495
0.499199242958461,0.589720907305107
0.503716743801291,0.616529375361769
0.500586130819063,0.594348360416045
0.503789017532022,0.611647170074377
0.50450931010451,0.61959338183181
0.505172509268406,0.588874315031614
0.508836975103113,0.58558140692163
0.498274818827644,0.629602837055876
0.502127854898544,0.615970462249286
0.497140705065549,0.62387049563123
0.503305963137683,0.598781345866043
0.504705644458002,0.625651412687562
0.50571818488744,0.615244926429967
0.504673745134299,0.617136087963075
0.504177389160283,0.631383451738632
0.503459515956393,0.635785237582728
0.50009542069866,0.628621971393549
0.514499058567349,0.601752099722772
0.510496940215765,0.61290124826545
0.518443951288713,0.601974151242763
0.516046709605857,0.605999574802017
0.510746909497989,0.5908832169256
0.515299860942432,0.598178970123262
0.511166767543701,0.59525812636542
0.514394961538314,0.606519807045433
0.511981789388115,0.58823991365922
0.375315785452423,0.698200466571015
0.514759442127136,0.604099851579791
0.515095081646194,0.613836976072289
0.513611498187948,0.604377833712803
0.513510332769168,0.600656586443347
0.513794318455256,0.594380886625804
0.513395134764604,0.612797562455657
0.516330844596997,0.613299711132416
0.514078577476696,0.613886298792449
0.512638453486193,0.618803803760529
0.408847690501048,0.722926516516519
0.513384101805884,0.588178533845039
0.512368719946999,0.587862957144971
0.512943707005725,0.588948198265424
0.513319627788358,0.58761026744871
0.515571270653609,0.603892133711816
0.51077043105713,0.58771293346781
0.515030655971039,0.593418117226773
0.515559438385929,0.612957464190998
0.513530726813097,0.593059407577587
0.511837332932463,0.608609049789449
0.515594012582038,0.599064912697788
0.512667759512833,0.588896525791105
0.512710570750149,0.591040418937471
0.510250808762014,0.59157168676303
0.513131595649082,0.598589113268399
0.515354572485927,0.612036549067397
0.511807743831713,0.593698520454672
0.514635573951352,0.611376990947396
0.512726486464332,0.611153466830334
0.517461787897387,0.586104460197171
0.508576652882539,0.593908529590013
0.510146582354318,0.627465579589298
0.508964443028907,0.631559722975982
0.513246879099537,0.619578286503436
0.515150323250665,0.615295003803876
0.511186831346428,0.624720069221856
0.513373452312771,0.613775139063757
0.515522936999046,0.61142493685094
0.510573786737377,0.620410455971616
0.513146011816718,0.610196190506592
0.513461121307491,0.585041510620155
0.513585897930931,0.606537302465822
0.507836775779279,0.628445877660176
0.512484071141829,0.628860668987096
0.513251394099575,0.624456058731814
0.511801878652733,0.612255860016889
0.512033852900893,0.612758927002071
0.508371098582102,0.612764229185813
0.510933810672687,0.613831455695702
0.511069625821236,0.597224949706536
0.511745076259738,0.608021356473578
0.514551654224839,0.603265199733964
0.512797317896711,0.593969637053274
0.513245408784174,0.601738461629655
0.51234631098692,0.620906794351601
0.50945421449352,0.621784863491185
0.513891631327888,0.604002812411219
0.512619139759471,0.611040534088678
0.51017997363152,0.608883091478536
0.509449170267083,0.623532610448458
0.513949976976031,0.621870379346729
0.515137712383392,0.622199532142031
0.513549497585458,0.610374787895235
0.516048273794901,0.603654712985774
0.514830056829892,0.586092604065749
0.512755123791998,0.58456724662198
0.511515612469305,0.60890873980874
0.513939615945869,0.611601341688978
0.511512677237068,0.607178249457632
0.510680477302562,0.612992786232623
0.434494130695974,0.654134970455696
0.42852406696828,0.678219582460725
0.42937594627664,0.670489680531878
0.395911431805482,0.704798110970948
0.400785907642073,0.665884120011142
0.390596566677094,0.668023962649891
0.362112610672647,0.679178796332423
0.356198168403201,0.699348620329152
0.361474340520577,0.692756852318415
0.398589680089316,0.669128895832386
0.405380283484401,0.667894225949517
0.412244544407917,0.666320958542344
0.420517793719547,0.667138364106199
0.409845031449402,0.646125900103846
0.398481778901545,0.658973237176225
0.398261596321289,0.6717218237492
0.417641675191728,0.675408328062053
0.422405467510824,0.677650209521882
0.438334127637365,0.660888897058365
0.41249087503758,0.673745303683564
0.377254442463358,0.680120033285812
0.39239451265101,0.670574509111803
0.386044582294211,0.678113278755679
0.37750960128484,0.681150965655592
0.375671510325891,0.686655720620811
0.378508249304509,0.670102013118908
0.394872509182835,0.677874799036782
0.397545258157895,0.678073959734539
0.391580022554519,0.676262674468885
0.380081359085183,0.675485372131951
0.406346161361416,0.691038747519324
0.428413008097251,0.671279501858294
0.431813340698928,0.674694771513878
0.364717031267499,0.684512168743597
0.415655188730557,0.675519770397617
0.425381967763467,0.671336360036438
0.443151491367211,0.666425910397856
0.295823433294955,0.687941486281374
0.429145957179269,0.666684091689549
0.439420693668847,0.666728495211491
0.981737830094531,0.010268067219643
0.980452748726329,0.0114208555791733
0.984834868236688,0.00892844352283935
0.987830502754819,0.00412727789885248
0.988567987600968,0.00571073398878568
0.994409480724586,0.00272864914614167
0.99472290830999,0.00298334797302958
0.991921670221994,0.00306163330893806
0.992524694389222,0.00527610392753696
0.992514832816318,0.00305517212993741
0.99289420519059,0.00464437981888612
0.996119539314003,0.00152676265209757
0.996558799152945,0.00186650386316036
0.992414447321944,0.00553750517685086
0.992456178969619,0.00308794338686426
0.994149760915014,0.00249587309848601
0.986956310211476,0.00529344119760399
